variable_name,variable_label,max_waves,ALB,AND,ARG,ARM,AUS,AZE,BFA,BGD,BGR,BIH,BLR,BOL,BRA,CAN,CHE,CHL,CHN,COL,CYP,CZE,DEU,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FRA,GBR,GEO,GHA,GRC,GTM,HKG,HRV,HTI,HUN,IDN,IND,IRN,IRQ,ISR,ITA,JOR,JPN,KAZ,KEN,KGZ,KOR,KWT,LBN,LBY,LTU,LVA,MAC,MAR,MDA,MDV,MEX,MKD,MLI,MMR,MNE,MNG,MYS,NGA,NIC,NIR,NLD,NOR,NZL,PAK,PER,PHL,POL,PRI,PSE,QAT,ROU,RUS,RWA,SAU,SGP,SLV,SRB,SVK,SVN,SWE,THA,TJK,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VEN,VNM,YEM,ZAF,ZMB,ZWE
A044,What children should learn 1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0
A045,What children should learn 2,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0
A046,Abortion when the mothers health is at risk,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
A047,Abortion when child physically handicapped,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
A048,Abortion when woman not married,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
A049,Abortion if not wanting more children,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
A057,Spend time with parents or other relatives,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1
A058,Spend time with friends,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1
A059,Spend time with colleagues from work,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1
A060,"Spend time with people at your church, mosque or synagogue",1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1
A061,"Spend time with people at sport, culture, communal organization",1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1
A062,How often discusses political matters with friends,5,2,1,5,2,3,1,0,3,1,2,2,1,3,4,2,4,4,2,1,3,2,1,1,1,2,3,1,1,2,0,2,1,0,1,1,1,1,0,2,2,3,2,2,1,0,2,5,1,1,2,5,0,1,1,1,1,1,2,2,1,5,2,0,1,2,1,1,4,1,1,1,1,2,3,3,3,2,3,0,0,2,3,0,1,2,1,3,3,1,5,1,1,0,1,4,2,1,1,2,2,5,0,3,2,0,4,0,2
A063,"Persuading friends, relatives or fellow workers",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
A064,Member: Belong to social welfare service for elderly,3,1,0,2,0,0,0,0,1,0,1,0,0,1,2,1,2,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,1,0,1
A065,Member: Belong to religious organization,3,1,1,3,1,1,0,0,2,0,1,0,1,2,3,1,3,3,1,1,1,1,0,1,1,1,2,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,3,1,1,2,3,0,1,1,0,0,1,2,1,1,3,1,0,1,1,1,1,1,1,1,1,0,1,1,2,2,0,2,0,0,1,2,0,0,2,0,2,1,0,3,1,1,0,1,2,1,1,1,1,1,3,0,2,2,0,1,0,2
A066,"Member: Belong to education, arts, music or cultural activities",3,1,1,3,1,1,0,0,2,0,1,0,1,2,3,1,3,3,1,1,1,1,0,1,1,1,2,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,3,1,1,2,3,0,1,1,0,0,1,2,1,1,3,1,0,1,1,1,1,1,1,1,1,0,1,1,2,2,0,2,0,0,1,2,0,0,2,0,2,1,0,3,1,1,0,1,2,1,1,1,1,1,3,0,2,2,0,1,0,2
A080_02,"Member:  Self-help group, mutual aid group",1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1
A067,Member: Belong to labour unions,3,1,1,3,1,1,0,0,2,0,1,0,1,2,3,1,3,3,1,1,1,1,0,0,1,1,2,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,3,1,1,2,3,0,1,1,0,0,1,2,1,1,3,1,0,1,1,1,1,1,1,1,1,0,1,1,2,2,0,2,0,0,1,2,0,0,2,0,2,1,0,3,1,1,0,1,2,1,1,1,1,1,3,0,2,2,0,1,0,2
A068,Member: Belong to political parties,3,1,1,3,1,1,0,0,2,0,1,0,1,2,3,1,3,3,1,1,1,1,0,1,1,1,2,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,3,1,1,2,3,0,1,1,0,0,1,2,1,1,3,1,0,1,1,1,1,1,1,1,1,0,1,1,2,2,0,2,0,0,1,2,0,0,2,0,2,1,0,3,1,1,0,1,2,1,1,1,1,1,3,0,2,2,0,1,0,2
A069,Member: Belong to local political actions,3,1,0,2,0,0,0,0,1,0,1,0,0,1,2,1,2,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,1,0,1
A080_01,Member: Humanitarian or charitable organization,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1
A070,Member: Belong to human rights,3,1,0,2,0,0,0,0,1,0,1,0,0,1,2,1,2,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,1,0,1
A071,"Member: Belong to conservation, the environment, ecology, animal rights",2,1,1,2,1,1,0,0,2,0,1,0,1,1,2,0,2,2,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,2,1,1,2,2,0,1,1,0,0,1,2,1,1,2,1,0,1,1,1,1,1,1,1,1,0,1,1,2,2,0,2,0,0,1,1,0,0,2,0,2,1,0,2,1,1,0,1,1,1,1,1,1,1,2,0,2,2,0,1,0,2
A071B,"Member: Belong to conservation, the environment, ecology",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
A071C,Member: Belong to animal rights,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A072,Member: Belong to professional associations,3,1,1,3,1,1,0,0,2,0,1,0,1,2,3,1,3,3,1,1,1,1,0,1,1,1,2,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,3,1,1,2,3,0,1,1,0,0,1,2,1,1,3,1,0,1,1,1,1,1,1,1,1,0,1,1,2,2,0,2,0,0,1,2,0,0,2,0,2,1,0,3,1,1,0,1,2,1,1,1,1,1,3,0,2,2,0,1,0,2
A073,Member: Belong to youth work,3,1,0,2,0,0,0,0,1,0,1,0,0,1,2,1,2,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,1,0,1
A074,Member: Belong to sports or recreation,3,1,1,3,1,1,0,0,2,0,1,0,1,2,3,0,3,3,1,1,1,1,0,1,1,1,2,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,3,1,1,2,3,0,1,1,0,0,1,2,1,1,3,1,0,1,1,1,1,1,1,1,1,0,1,1,2,2,0,2,0,0,1,2,0,0,2,0,2,1,0,3,1,1,0,1,2,1,1,1,1,1,3,0,2,2,0,1,0,2
A075,Member: Belong to womenÂ´s group,3,1,1,3,1,1,0,0,2,0,1,0,1,2,3,0,3,3,1,1,1,1,0,1,1,1,2,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,3,1,1,2,3,0,1,1,0,0,1,2,1,1,3,1,0,1,1,1,1,1,1,1,1,0,1,1,2,2,0,2,0,0,1,2,0,0,2,0,2,1,0,3,1,1,0,1,1,1,1,1,1,1,3,0,2,2,0,1,0,2
A076,Member: Belong to peace movement,3,1,0,2,0,0,0,0,1,0,1,0,0,1,2,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,1,0,1
A077,Member: Belong to organization concerned with health,3,1,0,2,0,0,0,0,1,0,1,0,0,1,2,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,1,0,1
A079,Member: Belong to other groups,3,1,1,3,1,1,0,0,2,0,1,0,1,2,3,0,3,3,1,1,1,1,0,0,1,1,2,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,3,1,1,2,2,0,1,1,0,0,1,2,1,1,3,1,0,1,1,1,1,1,1,1,1,0,1,1,2,2,0,2,0,0,1,2,0,0,2,0,2,1,0,3,1,1,0,1,2,1,1,1,1,1,3,0,2,2,0,1,0,2
A080,Member: Belong to none,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A081,"Voluntary work: Unpaid work social welfare service for elderly, handicapped or d",3,1,0,2,0,0,0,0,1,0,1,0,0,1,2,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,1
A082,Voluntary work: Unpaid work religious or church organization,3,1,0,2,0,0,0,0,1,0,1,0,0,1,2,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,1,0,1,1,0,0,2,0,0,1,0,1,0,1
A083,"Voluntary work: Unpaid work education, arts, music or cultural activities",3,1,0,2,0,0,0,0,1,0,1,0,0,1,2,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,1,0,1,1,0,0,2,0,0,1,0,1,0,1
A084,Voluntary work: Unpaid work labour unions,3,1,0,2,0,0,0,0,1,0,1,0,0,1,2,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,1,0,1,1,0,0,2,0,0,1,0,1,0,1
A085,Voluntary work: Unpaid work political parties or groups,3,1,0,2,0,0,0,0,1,0,1,0,0,1,2,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,1,0,1,1,0,0,2,0,0,1,0,1,0,1
A086,Voluntary work: Unpaid work local political action groups,3,1,0,2,0,0,0,0,1,0,1,0,0,1,2,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,1
A087,Voluntary work: Unpaid work human rights,3,1,0,2,0,0,0,0,1,0,1,0,0,1,2,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,1
A088,"Voluntary work: Unpaid work environment, conservation, animal rights",2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1
A088B,"Voluntary work: Unpaid work environment, conservation, ecology",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
A088C,Voluntary work: Unpaid work animal rights,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A089,Voluntary work: Unpaid work professional associations,3,1,0,2,0,0,0,0,0,0,1,0,0,1,2,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,1,0,1,1,0,0,2,0,0,1,0,1,0,1
A090,Voluntary work: Unpaid work youth work,3,1,0,2,0,0,0,0,1,0,1,0,0,1,2,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,1
A091,Voluntary work: Unpaid work sports or recreation,3,1,0,2,0,0,0,0,1,0,1,0,0,1,2,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,1,0,1,1,0,0,2,0,0,1,0,1,0,1
A092,Voluntary work: Unpaid work womenÂ´s group,3,1,0,2,0,0,0,0,1,0,1,0,0,1,2,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,1
A093,Voluntary work: Unpaid work peace movement,3,1,0,2,0,0,0,0,1,0,1,0,0,1,2,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,1
A094,Voluntary work: Unpaid work organization concerned with health,3,1,0,2,0,0,0,0,1,0,1,0,0,1,2,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,1
A096,Voluntary work: Unpaid work other groups,2,0,0,2,0,0,0,0,1,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
A097,Voluntary work: Unpaid work none,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A098,Active/Inactive membership of church or religious organization,5,1,2,5,3,5,2,1,2,2,1,2,1,4,2,2,4,3,4,3,2,4,1,1,2,3,3,2,2,3,1,2,3,2,1,1,2,1,1,2,2,3,2,2,0,1,3,5,2,1,2,5,1,2,2,1,1,1,3,2,1,5,1,1,1,1,1,3,3,1,1,3,2,4,2,4,3,2,2,1,1,4,4,2,0,2,1,3,2,3,4,3,1,2,2,4,4,0,0,4,4,5,1,2,2,1,4,1,2
A099,Active/Inactive membership of sport or recreation,4,1,2,4,3,4,2,1,2,2,1,2,1,4,2,2,4,4,4,3,2,4,1,1,2,3,3,2,2,2,1,2,3,2,1,1,3,1,1,2,2,3,2,2,0,1,3,4,2,1,2,4,1,2,2,1,1,1,3,2,1,4,1,1,1,1,1,3,3,1,1,3,2,4,2,4,3,2,2,1,1,4,4,2,0,2,1,3,2,3,3,3,1,2,2,4,4,0,0,4,4,4,1,2,2,1,3,1,2
A100,"Active/Inactive membership of art, music, educational",5,1,2,5,3,5,2,1,2,2,1,2,1,4,2,2,4,4,4,3,2,4,1,1,2,3,3,2,2,3,1,2,3,2,1,1,3,1,1,2,2,3,2,2,0,1,3,5,2,1,2,5,1,2,2,1,1,1,3,2,1,5,1,1,1,1,1,3,3,1,1,3,2,4,2,4,3,2,2,1,1,4,4,2,0,2,1,3,2,3,4,3,1,2,2,4,4,0,0,4,4,5,1,2,2,1,4,1,2
A101,Active/Inactive membership of labour unions,5,1,2,5,3,5,2,1,2,2,1,2,1,4,2,2,4,4,4,3,2,4,1,1,2,3,3,2,2,3,1,2,3,2,1,1,3,1,1,2,2,3,2,2,0,1,3,5,2,1,2,5,0,2,2,1,1,1,3,2,1,5,1,1,1,1,1,3,3,1,1,3,2,4,2,4,3,3,2,1,0,4,4,2,0,2,1,3,2,3,4,3,1,2,2,4,4,0,0,4,4,5,1,2,2,1,4,1,2
A102,Active/Inactive membership of political party,5,1,2,5,3,5,2,1,2,2,1,2,1,4,2,2,4,4,4,3,2,4,1,1,2,3,3,2,2,3,1,2,3,2,1,1,3,1,1,2,2,3,2,2,0,1,3,5,2,1,2,5,0,2,2,1,1,1,3,2,1,5,1,1,1,1,1,3,3,1,1,3,2,4,2,4,3,3,2,1,0,4,4,2,0,2,1,3,2,3,4,3,1,2,2,4,4,0,0,4,4,5,1,2,2,1,4,1,2
A103,Active/Inactive membership of environmental organization,5,1,2,5,3,5,2,1,2,2,1,2,1,4,2,2,4,4,4,3,2,4,1,1,2,3,3,2,2,3,1,2,3,2,1,1,3,1,1,2,2,3,2,2,0,1,3,5,2,1,2,5,1,2,2,1,1,1,3,2,1,5,1,1,1,1,1,3,3,1,1,3,2,4,2,4,3,2,2,1,1,4,4,2,0,2,0,3,2,3,4,3,1,2,2,4,4,0,0,4,4,5,1,2,2,1,4,1,2
